0,1.8002779773,0.1300156265
0.01,1.8002779773,0.1249296963
0.02,1.8002779773,0.1256562471
0.03,1.8002779773,0.1256562471
0.04,1.8002779773,0.1263828129
0.05,1.8002779773,0.1271093786
0.06,1.8002779773,0.1271093786
0.07,1.8002779773,0.1249296963
0.08,1.8002779773,0.1249296963
0.09,1.8002779773,0.1263828129
0.1,1.8002779773,0.1256562471
0.11,1.8002779773,0.1256562471
0.12,1.8002779773,0.1263828129
0.13,1.8002779773,0.1249296963
0.14,1.8002779773,0.1249296963
0.15,1.8002779773,0.1249296963
0.16,1.8002779773,0.1263828129
0.17,1.8002779773,0.1249296963
0.18,1.8002779773,0.1263828129
0.19,1.8002779773,0.1249296963
0.2,1.8002779773,0.1249296963
0.21,1.8002779773,0.1249296963
0.22,1.8002779773,0.1263828129
0.23,1.8002779773,0.1263828129
0.24,1.8002779773,0.1249296963
0.25,1.8002779773,0.1249296963
0.26,1.8002779773,0.1263828129
0.27,1.8002779773,0.1278359443
0.28,1.8002779773,0.1271093786
0.29,1.8002779773,0.1271093786
0.3,1.8002779773,0.1263828129
0.31,1.8002779773,0.1271093786
0.32,1.8002779773,0.1263828129
0.33,1.8002779773,0.1249296963
0.34,1.8002779773,0.1249296963
0.35,1.8002779773,0.1256562471
0.36,1.8002779773,0.1256562471
0.37,1.8002779773,0.1263828129
0.38,1.8002779773,0.1256562471
0.39,1.8002779773,0.1249296963
0.4,1.8002779773,0.1249296963
0.41,1.8002779773,0.1256562471
0.42,1.8002779773,0.1256562471
0.43,1.8002779773,0.1256562471
0.44,1.8002779773,0.1256562471
0.45,1.8002779773,0.1249296963
0.46,1.8002779773,0.1256562471
0.47,1.8002779773,0.1256562471
0.48,1.8002779773,0.1271093786
0.49,1.8002779773,0.1256562471
0.5,1.8002779773,0.1256562471
0.51,1.8002779773,0.1249296963
0.52,1.8002779773,0.1256562471
0.53,1.8002779773,0.1249296963
0.54,1.8002779773,0.1249296963
0.55,1.8002779773,0.1249296963
0.56,1.8002779773,0.1271093786
0.57,1.8002779773,0.1256562471
0.58,1.8002779773,0.1242031306
0.59,1.8002779773,0.1256562471
0.6,1.8002779773,0.1256562471
0.61,1.8002779773,0.1263828129
0.62,1.8002779773,0.1256562471
0.63,1.8002779773,0.1256562471
0.64,1.8002779773,0.1256562471
0.65,1.8002779773,0.1256562471
0.66,1.8002779773,0.1256562471
0.67,1.8002779773,0.1242031306
0.68,1.8002779773,0.1256562471
0.69,1.8002779773,0.1263828129
0.7,1.8002779773,0.1249296963
0.71,1.8002779773,0.1256562471
0.72,1.8002779773,0.1256562471
0.73,1.8002779773,0.1256562471
0.74,1.8002779773,0.1256562471
0.75,1.8002779773,0.1242031306
0.76,1.8002779773,0.12856251
0.77,1.8002779773,0.1271093786
0.78,1.8002779773,0.1278359443
0.79,1.8002779773,0.1263828129
0.8,1.8002779773,0.1249296963
0.81,1.8002779773,0.1256562471
0.82,1.8002779773,0.1263828129
0.83,1.8002779773,0.1249296963
0.84,1.8002779773,0.1249296963
0.85,1.8002779773,0.1249296963
0.86,1.8002779773,0.1256562471
0.87,1.8002779773,0.1249296963
0.88,1.8002779773,0.1256562471
0.89,1.8002779773,0.1249296963
0.9,1.8002779773,0.1256562471
0.91,1.8002779773,0.1263828129
0.92,1.8002779773,0.1249296963
0.93,1.8002779773,0.1249296963
0.94,1.8002779773,0.1256562471
0.95,1.8002779773,0.1263828129
0.96,1.8002779773,0.1249296963
0.97,1.8002779773,0.1256562471
0.98,1.8002779773,0.1271093786
0.99,1.8002779773,0.1256562471
1,1.8002779773,0.1249296963
1.01,1.8002779773,0.1242031306
1.02,1.8002779773,0.1249296963
1.03,1.8002779773,0.1256562471
1.04,1.8002779773,0.1249296963
1.05,1.8002779773,0.1256562471
1.06,1.8002779773,0.1263828129
1.07,1.8002779773,0.1256562471
1.08,1.8002779773,0.1271093786
1.09,1.8002779773,0.1263828129
1.1,1.8002779773,0.1256562471
1.11,1.8002779773,0.1263828129
1.12,1.8002779773,0.1249296963
1.13,1.8002779773,0.1256562471
1.14,1.8002779773,0.1256562471
1.15,1.8002779773,0.1256562471
1.16,1.8002779773,0.1256562471
1.17,1.8002779773,0.1263828129
1.18,1.8002779773,0.1263828129
1.19,1.8002779773,0.1249296963
1.2,1.8002779773,0.1249296963
1.21,1.8002779773,0.1256562471
1.22,1.8002779773,0.1263828129
1.23,1.8002779773,0.1256562471
1.24,1.8002779773,0.1256562471
1.25,1.8002779773,0.1263828129
1.26,1.8002779773,0.1256562471
1.27,1.8002779773,0.1263828129
1.28,1.8002779773,0.1271093786
1.29,1.8002779773,0.1278359443
1.3,1.8002779773,0.1278359443
1.31,1.8002779773,0.1271093786
1.32,1.8002779773,0.1256562471
1.33,1.8002779773,0.1263828129
1.34,1.8002779773,0.1256562471
1.35,1.8002779773,0.1263828129
1.36,1.8002779773,0.1249296963
1.37,1.8002779773,0.1256562471
1.38,1.8002779773,0.1256562471
1.39,1.8002779773,0.1249296963
1.4,1.8002779773,0.1249296963
1.41,1.8002779773,0.1256562471
1.42,1.8002779773,0.1249296963
1.43,1.8002779773,0.1256562471
1.44,1.8002779773,0.1249296963
1.45,1.8002779773,0.1242031306
1.46,1.8002779773,0.1263828129
1.47,1.8002779773,0.1271093786
1.48,1.8002779773,0.1256562471
1.49,1.8002779773,0.1256562471
1.5,1.8002779773,0.1249296963
1.51,1.8002779773,0.1256562471
1.52,3.9195939336,0.1256562471
1.53,6.0389081435,0.12856251
1.54,8.1582223535,0.1394609362
1.55,10.2775365634,0.500562489
1.56,12.6996113877,0.7032734752
1.57,14.8189255976,0.7032734752
1.58,16.9382436884,0.7032734752
1.59,18.4520389983,0.7032734752
1.6,18.4520389983,0.7032734752
1.61,18.4520389983,0.7032734752
1.62,18.149278384,0.7032734752
1.63,17.5437618123,0.7032734752
1.64,17.241001198,0.3232812583
1.65,16.9382436884,0.042828124
1.66,16.6354830741,-0.0341874994
1.67,16.3327224598,-0.0392734371
1.68,16.3327224598,-0.0370937511
1.69,16.0299649502,-0.0363671891
1.7,16.0299649502,-0.0363671891
1.71,16.0299649502,-0.0370937511
1.72,18.4520389983,-0.0370937511
1.73,21.7823902322,-0.0370937511
1.74,25.4155005282,-0.0370937511
1.75,28.4430927002,0.0900546834
1.76,30.8651683006,0.5209062099
1.77,30.8651683006,0.7032734752
1.78,30.8651683006,0.7032734752
1.79,30.8651683006,0.7032734752
1.8,29.6541320528,0.7032734752
1.81,28.7458533145,0.595015645
1.82,28.4430927002,0.1598046869
1.83,27.8375745763,-0.0152968746
1.84,27.2320564523,-0.0385468751
1.85,26.929295838,-0.0385468751
1.86,26.6265383284,-0.0370937511
1.87,26.6265383284,-0.0363671891
1.88,26.6265383284,-0.0363671891
1.89,27.2320564523,-0.0363671891
1.9,31.1679289149,-0.0363671891
1.91,34.8010376586,-0.0370937511
1.92,37.8286313829,-0.0363671891
1.93,39.3424282451,0.0886015669
1.94,39.3424282451,0.4896640778
1.95,39.3424282451,0.7032734752
1.96,37.5258707686,0.7032734752
1.97,36.3148345207,0.5041953325
1.98,35.7093132921,0.1256562471
1.99,35.1037982729,-0.0203828122
2,34.4982801489,-0.0385468751
2.01,33.892762025,-0.0385468751
2.02,33.5900045153,-0.0370937511
2.03,33.5900045153,-0.0363671891
