Systolic_Pressure, Dyastolic_Pressure,Pulse, note
0,0,0,Catarina 2
time,pressure(mmHg)
0.0,-16.261102520604396
0.01,-16.668037027440334
0.02,-16.668037027440334
0.03,-16.668037027440334
0.04,-16.668037027440334
0.05,-16.668037027440334
0.06,-16.668037027440334
0.07,-16.668037027440334
0.08,-16.668037027440334
0.09,-16.668037027440334
0.1,-16.668037027440334
0.11,-16.668037027440334
0.12,-16.668037027440334
0.13,-16.668037027440334
0.14,-16.668037027440334
0.15,-16.668037027440334
0.16,-16.668037027440334
0.17,-16.668037027440334
0.18,-16.668037027440334
0.19,-16.668037027440334
0.2,-16.668037027440334
0.21,-16.668037027440334
0.22,-16.668037027440334
0.23,-16.668037027440334
0.24,-16.668037027440334
0.25,-16.668037027440334
0.26,-16.668037027440334
0.27,-16.668037027440334
0.28,-16.668037027440334
0.29,-16.668037027440334
0.3,-16.668037027440334
0.31,-16.668037027440334
0.32,-16.668037027440334
0.33,-16.668037027440334
0.34,-16.668037027440334
0.35,-16.668037027440334
0.36,-16.668037027440334
0.37,-16.668037027440334
0.38,-16.668037027440334
0.39,-16.668037027440334
0.4,-16.668037027440334
0.41,-16.668037027440334
0.42,-16.668037027440334
0.43,-16.668037027440334
0.44,-16.668037027440334
0.45,-16.668037027440334
0.46,-16.668037027440334
0.47,-16.668037027440334
0.48,-16.668037027440334
0.49,-16.668037027440334
0.5,-16.668037027440334
0.51,-16.668037027440334
0.52,-16.668037027440334
0.53,-16.668037027440334
0.54,-16.668037027440334
0.55,-16.668037027440334
0.56,-16.668037027440334
0.57,-16.668037027440334
0.58,-5.27387122411707
0.59,-13.005626465916896
0.6,-16.261102520604396
0.61,-15.854168013768458
0.62,-16.261102520604396
0.63,-16.668037027440334
0.64,-16.261102520604396
0.65,-16.261102520604396
0.66,-16.668037027440334
0.67,-15.854168013768458
0.68,-16.668037027440334
0.69,-16.668037027440334
0.7,-16.668037027440334
0.71,-16.668037027440334
0.72,-16.668037027440334
0.73,-16.668037027440334
0.74,-16.668037027440334
0.75,-16.668037027440334
0.76,-16.261102520604396
0.77,-16.261102520604396
0.78,-16.668037027440334
0.79,-16.261102520604396
0.8,-12.59869195908096
0.81,-8.93628139755752
0.82,-15.44723350693252
0.83,-11.377888438573146
0.84,-9.343215904393459
0.85,-9.343215904393459
0.86,-9.343215904393459
0.87,-9.343215904393459
0.88,-9.343215904393459
0.89,-9.343215904393459
0.9,-9.343215904393459
0.91,-9.343215904393459
0.92,-9.343215904393459
0.93,-9.343215904393459
0.94,-9.343215904393459
0.95,-9.343215904393459
0.96,-9.343215904393459
0.97,-9.343215904393459
0.98,-9.343215904393459
0.99,-9.343215904393459
1.0,-9.343215904393459
1.01,-9.343215904393459
1.02,-9.343215904393459
1.03,-9.343215904393459
1.04,-9.343215904393459
1.05,-9.343215904393459
1.06,-9.343215904393459
1.07,-9.343215904393459
1.08,-9.343215904393459
1.09,-9.343215904393459
1.1,-9.343215904393459
1.11,-9.343215904393459
1.12,-9.343215904393459
1.13,-9.343215904393459
1.14,-9.343215904393459
1.15,-9.343215904393459
1.16,-9.343215904393459
1.17,-9.343215904393459
1.18,2.4578844057657436
1.19,-7.715477877049708
1.2,-13.005626465916896
1.21,-16.261102520604396
1.22,-15.040299000096581
1.23,-15.44723350693252
1.24,-15.854168013768458
1.25,-15.44723350693252
1.26,-14.633364493260647
1.27,-13.81949547958877
1.28,-13.412560972752834
1.29,-12.59869195908096
1.3,-8.529346890721582
1.31,-8.529346890721582
1.32,1.2370808852579307
1.33,0.830146378421993
1.34,0.830146378421993
1.35,0.830146378421993
1.36,0.830146378421993
1.37,0.830146378421993
1.38,0.830146378421993
1.39,0.830146378421993
1.4,0.830146378421993
1.41,1.2370808852579307
1.42,3.2717534194376183
1.43,0.830146378421993
1.44,0.830146378421993
1.45,0.830146378421993
1.46,0.830146378421993
1.47,1.2370808852579307
1.48,-1.6114606625936323
1.49,-11.377888438573146
1.5,-16.261102520604396
1.51,-16.668037027440334
1.52,-13.412560972752834
1.53,-16.668037027440334
1.54,-16.668037027440334
1.55,-16.668037027440334
1.56,-16.668037027440334
1.57,-16.668037027440334
1.58,-16.668037027440334
1.59,-16.668037027440334
1.6,-16.668037027440334
1.61,-16.668037027440334
1.62,-16.668037027440334
1.63,1.644015392093868
1.64,1.2370808852579307
1.65,0.830146378421993
1.66,0.830146378421993
1.67,0.830146378421993
1.68,1.2370808852579307
1.69,19.14219957412217
1.7,0.830146378421993
1.71,0.830146378421993
1.72,0.830146378421993
1.73,0.830146378421993
1.74,0.830146378421993
1.75,0.830146378421993
1.76,0.830146378421993
1.77,0.830146378421993
1.78,0.830146378421993
1.79,0.830146378421993
1.8,1.2370808852579307
1.81,1.2370808852579307
1.82,0.830146378421993
1.83,1.2370808852579307
1.84,0.830146378421993
1.85,-5.27387122411707
1.86,0.830146378421993
1.87,0.830146378421993
1.88,0.830146378421993
1.89,1.2370808852579307
1.9,0.830146378421993
1.91,0.830146378421993
1.92,1.2370808852579307
1.93,1.2370808852579307
1.94,1.644015392093868
1.95,0.830146378421993
1.96,0.830146378421993
1.97,1.2370808852579307
1.98,0.830146378421993
1.99,0.830146378421993
2.0,0.830146378421993
2.01,0.830146378421993
2.02,0.830146378421993
2.03,1.2370808852579307
2.04,0.830146378421993
2.05,0.830146378421993
2.06,0.830146378421993
2.07,1.2370808852579307
2.08,0.830146378421993
2.09,0.830146378421993
2.1,0.830146378421993
2.11,1.2370808852579307
2.12,1.2370808852579307
2.13,1.2370808852579307
2.14,0.830146378421993
2.15,0.830146378421993
2.16,0.830146378421993
2.17,0.830146378421993
2.18,0.830146378421993
2.19,0.830146378421993
2.2,1.2370808852579307
2.21,0.830146378421993
2.22,0.830146378421993
2.23,1.2370808852579307
2.24,1.2370808852579307
2.25,0.830146378421993
2.26,1.644015392093868
2.27,0.830146378421993
2.28,0.830146378421993
2.29,0.830146378421993
2.3,1.2370808852579307
2.31,0.830146378421993
2.32,0.830146378421993
2.33,0.830146378421993
2.34,0.830146378421993
2.35,1.2370808852579307
2.36,0.830146378421993
2.37,0.830146378421993
2.38,0.830146378421993
2.39,0.830146378421993
2.4,1.2370808852579307
2.41,1.2370808852579307
2.42,0.830146378421993
2.43,0.830146378421993
2.44,0.830146378421993
2.45,0.830146378421993
2.46,1.2370808852579307
2.47,1.2370808852579307
2.48,0.830146378421993
2.49,0.830146378421993
2.5,0.830146378421993
2.51,1.2370808852579307
2.52,0.830146378421993
2.53,0.830146378421993
2.54,0.830146378421993
2.55,0.830146378421993
2.56,0.830146378421993
2.57,1.2370808852579307
2.58,1.644015392093868
2.59,0.830146378421993
2.6,0.830146378421993
2.61,0.830146378421993
2.62,1.2370808852579307
2.63,0.830146378421993
2.64,0.830146378421993
2.65,0.830146378421993
2.66,0.830146378421993
2.67,1.2370808852579307
2.68,0.830146378421993
2.69,0.830146378421993
2.7,1.2370808852579307
2.71,1.2370808852579307
2.72,0.830146378421993
2.73,0.830146378421993
2.74,0.830146378421993
2.75,0.830146378421993
2.76,0.830146378421993
2.77,0.830146378421993
2.78,0.830146378421993
2.79,0.830146378421993
2.8,0.830146378421993
2.81,0.830146378421993
2.82,0.830146378421993
2.83,1.2370808852579307
2.84,1.2370808852579307
2.85,1.2370808852579307
2.86,0.830146378421993
2.87,0.830146378421993
2.88,1.2370808852579307
2.89,1.2370808852579307
2.9,0.42321187158605555
2.91,0.830146378421993
2.92,0.830146378421993
2.93,0.830146378421993
2.94,0.830146378421993
2.95,0.830146378421993
2.96,0.830146378421993
2.97,0.830146378421993
2.98,0.830146378421993
2.99,0.830146378421993
3.0,0.830146378421993
3.01,0.830146378421993
3.02,1.2370808852579307
3.03,0.830146378421993
3.04,0.830146378421993
3.05,0.830146378421993
3.06,1.644015392093868
3.07,1.644015392093868
3.08,1.644015392093868
3.09,1.644015392093868
3.1,1.644015392093868
3.11,0.830146378421993
3.12,0.830146378421993
3.13,0.830146378421993
3.14,1.2370808852579307
3.15,0.830146378421993
3.16,1.2370808852579307
3.17,0.830146378421993
3.18,0.830146378421993
3.19,1.2370808852579307
3.2,0.830146378421993
3.21,1.2370808852579307
3.22,0.830146378421993
3.23,0.830146378421993
3.24,0.830146378421993
3.25,0.830146378421993
3.26,0.830146378421993
3.27,0.830146378421993
3.28,0.830146378421993
3.29,0.830146378421993
3.3,0.830146378421993
3.31,0.830146378421993
3.32,0.830146378421993
3.33,0.830146378421993
3.34,3.2717534194376183
3.35,0.830146378421993
3.36,1.2370808852579307
3.37,0.830146378421993
3.38,0.830146378421993
3.39,0.830146378421993
3.4,2.0509498989298054
3.41,1.2370808852579307
3.42,0.830146378421993
3.43,0.830146378421993
3.44,0.830146378421993
3.45,0.830146378421993
3.46,0.830146378421993
3.47,0.830146378421993
3.48,0.830146378421993
3.49,1.2370808852579307
3.5,1.2370808852579307
3.51,1.2370808852579307
3.52,1.2370808852579307
3.53,1.2370808852579307
3.54,0.830146378421993
3.55,0.830146378421993
3.56,0.830146378421993
3.57,0.830146378421993
3.58,1.2370808852579307
3.59,0.830146378421993
3.6,0.830146378421993
3.61,0.830146378421993
3.62,0.830146378421993
3.63,1.2370808852579307
3.64,1.2370808852579307
3.65,0.830146378421993
3.66,0.830146378421993
3.67,0.830146378421993
3.68,0.830146378421993
3.69,1.2370808852579307
3.7,1.2370808852579307
3.71,1.2370808852579307
3.72,1.2370808852579307
3.73,1.2370808852579307
3.74,1.2370808852579307
3.75,1.2370808852579307
3.76,1.2370808852579307
3.77,1.2370808852579307
3.78,1.2370808852579307
3.79,1.2370808852579307
3.8,1.2370808852579307
3.81,1.2370808852579307
3.82,1.2370808852579307
3.83,6.934164369044044
3.84,3.6786879262735557
3.85,1.644015392093868
3.86,1.2370808852579307
3.87,0.830146378421993
3.88,1.2370808852579307
3.89,0.830146378421993
3.9,1.2370808852579307
3.91,0.830146378421993
3.92,0.830146378421993
3.93,1.2370808852579307
3.94,1.2370808852579307
3.95,1.2370808852579307
3.96,1.2370808852579307
3.97,1.2370808852579307
3.98,1.2370808852579307
