Systolic_Pressure, Dyastolic_Pressure,Pulse, note
0,0,84,marco.new
time,pressure(mmHg)
0.0,1.644015392093868
0.01,1.644015392093868
0.02,1.2370808852579307
0.03,1.2370808852579307
0.04,1.2370808852579307
0.05,1.2370808852579307
0.06,1.644015392093868
0.07,1.644015392093868
0.08,1.644015392093868
0.09,1.644015392093868
0.1,1.644015392093868
0.11,1.644015392093868
0.12,1.2370808852579307
0.13,1.2370808852579307
0.14,1.2370808852579307
0.15,1.2370808852579307
0.16,1.2370808852579307
0.17,1.2370808852579307
0.18,1.644015392093868
0.19,1.644015392093868
0.2,1.644015392093868
0.21,1.644015392093868
0.22,1.644015392093868
0.23,1.644015392093868
0.24,1.644015392093868
0.25,1.644015392093868
0.26,1.2370808852579307
0.27,1.2370808852579307
0.28,1.2370808852579307
0.29,1.2370808852579307
0.3,1.2370808852579307
0.31,1.644015392093868
0.32,1.644015392093868
0.33,1.644015392093868
0.34,1.644015392093868
0.35,1.644015392093868
0.36,1.644015392093868
0.37,1.644015392093868
0.38,1.644015392093868
0.39,1.644015392093868
0.4,1.2370808852579307
0.41,1.644015392093868
0.42,1.644015392093868
0.43,1.644015392093868
0.44,1.644015392093868
0.45,1.644015392093868
0.46,1.644015392093868
0.47,1.644015392093868
0.48,1.644015392093868
0.49,1.644015392093868
0.5,1.644015392093868
0.51,1.644015392093868
0.52,1.644015392093868
0.53,1.644015392093868
0.54,1.644015392093868
0.55,1.644015392093868
0.56,1.644015392093868
0.57,1.644015392093868
0.58,1.644015392093868
0.59,1.644015392093868
0.6,1.644015392093868
0.61,1.644015392093868
0.62,1.644015392093868
0.63,1.644015392093868
0.64,1.644015392093868
0.65,1.644015392093868
0.66,1.644015392093868
0.67,1.644015392093868
0.68,1.644015392093868
0.69,1.644015392093868
0.7,1.644015392093868
0.71,1.644015392093868
0.72,1.644015392093868
0.73,1.644015392093868
0.74,1.644015392093868
0.75,2.0509498989298054
0.76,1.644015392093868
0.77,1.644015392093868
0.78,1.644015392093868
0.79,1.644015392093868
0.8,1.644015392093868
0.81,1.644015392093868
0.82,2.0509498989298054
0.83,2.0509498989298054
0.84,2.0509498989298054
0.85,1.644015392093868
0.86,1.644015392093868
0.87,1.644015392093868
0.88,1.644015392093868
0.89,1.644015392093868
0.9,2.0509498989298054
0.91,2.0509498989298054
0.92,1.644015392093868
0.93,2.0509498989298054
0.94,2.0509498989298054
0.95,2.0509498989298054
0.96,2.0509498989298054
0.97,2.0509498989298054
0.98,2.0509498989298054
0.99,2.0509498989298054
1.0,2.0509498989298054
1.01,2.0509498989298054
1.02,2.0509498989298054
1.03,2.0509498989298054
1.04,2.0509498989298054
1.05,2.0509498989298054
1.06,2.0509498989298054
1.07,2.0509498989298054
1.08,2.0509498989298054
1.09,2.0509498989298054
1.1,2.0509498989298054
1.11,2.0509498989298054
1.12,2.0509498989298054
1.13,2.0509498989298054
1.14,2.0509498989298054
1.15,2.0509498989298054
1.16,2.0509498989298054
1.17,2.0509498989298054
1.18,2.0509498989298054
1.19,2.0509498989298054
1.2,2.0509498989298054
1.21,2.0509498989298054
1.22,2.0509498989298054
1.23,2.0509498989298054
1.24,2.0509498989298054
